text,coarse_label,fine_label,label,source_line
what does the abbreviation oas stand for ?,ABBR,exp,0,3739
what is amezaiku ?,DESC,def,1,2625
which latin american country is the largest ?,LOC,country,4,2928
what does vcr stand for ?,ABBR,exp,0,3342
what are the most common causes of death in the u.s. ?,DESC,reason,1,3535
what is the full name of the plo ?,ABBR,exp,0,849
what color is the stripe along each side of a coho salmon ?,ENTY,color,2,1720
what are super balls made of ?,ENTY,substance,2,4040
what did shostakovich write for rostropovich ?,ENTY,cremat,2,618
what is the name of the police officer who tried to keep order in top cat 's neighborhood ?,HUM,ind,3,2079
what english queen had seventeen children ?,HUM,ind,3,1352
what kind of suit did true hepcats wear in 1942 ?,ENTY,product,2,1850
cnn is an acronym for what ?,ABBR,exp,0,3411
where can i look at a perpetual calendar ?,LOC,other,4,1274
who is westview high 's band director in funky winkerbean ?,HUM,ind,3,4276
what kind of sports team is the buffalo sabres ?,ENTY,sport,2,4585
where can i find the status of my tax return ?,LOC,other,4,3920
how old is benny carter ?,NUM,period,5,3330
what are the side effects of mevacor ?,DESC,desc,1,4513
what stephen king novel is set in a graveyard for pets ?,ENTY,cremat,2,4357
how much did a knight 's armor weigh ?,NUM,weight,5,4046
where is the danube ?,LOC,other,4,752
how many neurons are in the human brain ?,NUM,count,5,3475
what 's the maximum number of clubs a golfer may use in a round ?,NUM,count,5,3889
what does lol mean ?,ABBR,exp,0,2143
where did the mayan indians live ?,LOC,other,4,2763
what is a fear of trees ?,ENTY,dismed,2,3656
what is the definition of cecum ?,DESC,def,1,4747
how many zip codes are there in the u.s. ?,NUM,count,5,4421
why did the world enter a global depression in 1929 ?,DESC,reason,1,933
what explorers followed columbus to the americas ?,HUM,ind,3,889
what was the previous name for the commonwealth ?,HUM,gr,3,4403
what is the world 's highest peak ?,LOC,mount,4,1294
what 's the abbreviation for trinitrotoluene ?,ABBR,abb,0,1985
what is bph ?,ABBR,exp,0,309
what football bowl game 's first queen was hallie woods ?,ENTY,sport,2,3604
what is a `` repeating voter '' ?,DESC,def,1,4173
how is the element strontium purified ?,DESC,manner,1,1572
what is the abbreviation of the national bureau of investigation ?,ABBR,abb,0,2650
what do players try to do when the music stops in a game of musical chairs ?,DESC,desc,1,681
what does nn o `` mean when used as a prefix in irish surnames ?,ABBR,exp,0,981
what are the largest libraries in the us ?,LOC,other,4,1679
what is the origin of the word `` pallbearer ? '',DESC,desc,1,2028
what is the temperature today ?,NUM,temp,5,5450
how many school districts are there in the united states ?,NUM,count,5,3957
how many meters are in a mile ?,NUM,count,5,3449
who is the president of ghana ?,HUM,ind,3,4478
what is hdlc ?,ABBR,exp,0,3796
what was the name of the protestant revolt against the supremacy of the pope ?,ENTY,event,2,1119
what 19th-century painter died in the marquesas islands ?,HUM,ind,3,77
how do ants have sex ?,DESC,manner,1,3793
what nationality is ileana cotrubas ?,LOC,country,4,3766
which condiment was once sold as a patent medicine ?,ENTY,food,2,931
what company 's logo is a `` w '' in a circle ?,HUM,gr,3,97
how many chemical elements are there ?,NUM,count,5,3149
what are the residents of the island of lesbos called ?,HUM,gr,3,3076
what year did charles dicken die ?,NUM,date,5,4527
what is the meaning of the name ella ?,DESC,def,1,1474
how old is singer freedy johnston ?,NUM,period,5,2877
what happened to pompeii ?,DESC,desc,1,3935
what professional cricketer 's son wrote the war of the worlds in 1898 ?,HUM,ind,3,5064
how is carbon dioxide removed from natural gas ?,DESC,manner,1,4303
cpr is the abbreviation for what ?,ABBR,exp,0,5068
whose biography by maurice zolotow is titled shooting star ?,HUM,ind,3,3326
what animals acted as lapwarmers for american colonists in church ?,ENTY,animal,2,2214
how long ago was the roe vs. wade decision by the supreme court ?,NUM,period,5,4481
what was the eighth day following the nones in each month of the roman calendar called ?,ENTY,termeq,2,3444
where can i find a website that gives comparisons of good prices ?,LOC,other,4,2228
what is a fear of drinking ?,ENTY,dismed,2,2455
how big is a baby bald eagle ?,NUM,volsize,5,3686
in what country is lund ?,LOC,country,4,2702
who is edmund kemper ?,HUM,desc,3,4304
what is rcd ?,ABBR,exp,0,2433
what soap was touted as being `` for people who like people '' ?,ENTY,product,2,827
what british commander surrendered to george washington at yorktown in 1781 ?,HUM,ind,3,3263
what is the origin of the typing practice sentence `` now is the time for all good men to come to the aid of their country '' ?,DESC,desc,1,3474
how much did varian associates try to sell its vacuum products division to the boc group for ?,NUM,money,5,4679
what does the e stand for in the equation e=mc2 ?,ABBR,exp,0,3336
how many innings are there in a regulation softball game ?,NUM,count,5,530
who did richard nixon tender his resignation to ?,HUM,ind,3,1570
what appointments secretary to richard nixon went to jail ?,HUM,ind,3,4004
what does a&w of root beer fame stand for ?,ABBR,exp,0,2741
what is it like to experience a near death episode ?,DESC,desc,1,3041
what was the tallest building in america in 1922 ?,LOC,other,4,2785
when was the first wall street journal published ?,NUM,date,5,198
where is the oldest living thing on earth ?,LOC,other,4,4224
what is the difference between a bachelor and a 1 bedroom apartment ?,DESC,desc,1,2071
what planet gave bith to superman ?,LOC,other,4,5280
"what river flows through vienna , budapest and belgrade ?",LOC,other,4,2249
what product did william horlick discover and produce ?,ENTY,product,2,3845
what does choo choo charlie say ?,DESC,desc,1,2182
"who does shakespeare 's antonio borrow 3 , 0 ducats from ?",HUM,ind,3,1463
what does g.m.t. stand for ?,ABBR,exp,0,444
how can i find online spelling ?,DESC,manner,1,1820
what does the acronym cpr mean ?,ABBR,exp,0,4559
who invented the electric guitar ?,HUM,ind,3,5101
when does the bible say the seasons started ?,NUM,date,5,5086
what does the abbreviation aids stand for ?,ABBR,exp,0,31
how do birds have sex ?,DESC,manner,1,2795
where can i find a list of all the companies in america that offer a direct stock purchase plan ?,LOC,other,4,1180
where did the ukulele originate ?,LOC,other,4,4471
what is the circumorbital hematoma ?,DESC,def,1,1552
how many sperm cells are in an average ejaculation ?,NUM,count,5,699
what is the socratic method ?,DESC,def,1,2282
how do i tie a tie ?,DESC,manner,1,2886
how did the jack-o '-lantern get it 's name ?,DESC,manner,1,2164
how many grooves are on a dime ?,NUM,count,5,2354
how many acres in a mile ?,NUM,count,5,1067
how do i make fuel bricks from recycled newspaper ?,DESC,manner,1,76
who is the director of intergovernmental affairs for the san diego county ?,HUM,ind,3,3392
"where on the web is adventours tours from sydney , australia ?",LOC,other,4,5190
what time of year has the most air travel ?,NUM,date,5,2833
what city or state do the most gay men live in ?,LOC,city,4,1652
what is an aurora ?,DESC,def,1,5268
what is the only primate to lack pigment in the palms of its hands ?,ENTY,animal,2,2418
what is mikhail gorbachev 's middle initial ?,ABBR,abb,0,4944
how many languages are there in the world ?,NUM,count,5,4901
what are the most common breeding birds in the u.s. ?,ENTY,animal,2,994
who was the 1st u.s. president ?,HUM,ind,3,4677
how long does a dog sleep ?,NUM,period,5,1413
name the two blob members of the animated herculoids .,HUM,ind,3,2234
what was the ventura county police department that seized the county 's largest amount of cocaine ever ?,HUM,gr,3,3459
why do recipe books recommend starting with cold water when you boil something ?,DESC,reason,1,1020
what does the channel espn stand for ?,ABBR,exp,0,3395
how many mines can still be found in the falklands after the war ended ?,NUM,count,5,4369
what 's the world 's longest suspension bridge ?,LOC,other,4,1828
what is the full form of .com ?,ABBR,exp,0,5
what is the acronym for the rating system for air conditioner efficiency ?,ABBR,abb,0,5310
what is a pyrotechnic display ?,DESC,def,1,1037
what does iq stand for ?,ABBR,exp,0,4105
"what company started out making pies , and wound up manufacturing plastic throwing toys ?",HUM,gr,3,4558
name the fast food chain with the golden arches .,HUM,gr,3,3717
what causes `` rolling thunder '' ?,DESC,reason,1,1918
how do websites like yahoo and excite make money ?,DESC,manner,1,3593
what is the abbreviation of the company name ` general motors ' ?,ABBR,abb,0,382
what department store heir is responsible for raising a three-ton safe from the underwater wreckage of the andrea doria ?,HUM,ind,3,1672
what famed london criminal court was once a feudal castle ?,LOC,other,4,1841
what does bmw stand for ?,ABBR,exp,0,4336
where does the tennis star stefan edberg come from ?,LOC,other,4,2713
where is the world championship sled dog race held each february ?,LOC,other,4,2803
what 's the hardest substance in the human body ?,ENTY,substance,2,2093
what causes tuberculosis ?,DESC,reason,1,1619
what does caliente translate to in english ?,ENTY,termeq,2,2829
what are bottle caps with presidents ' pictures inside worth ?,NUM,money,5,5031
where did the term `` 69 '' come from ?,DESC,desc,1,3029
what apostle is taylor caldwell 's great lion of god ?,HUM,ind,3,3092
who were leaders of the byzantine empire ?,HUM,ind,3,3269
what does hiv stand for ?,ABBR,exp,0,3788
what is the estimated total u.s. whitetail deer population ?,NUM,count,5,2943
in what ways did ivan iv support russian expansion ?,ENTY,techmeth,2,3312
how do you recognize anorexia ?,DESC,manner,1,1692
what homerian epic chronicles events toward the end of the trojan wars ?,ENTY,cremat,2,4115
where was chop suey invented ?,LOC,other,4,3753
"what city boasts penn 's landing , on the banks of the delaware river ?",LOC,city,4,143
what is a fear of food ?,ENTY,dismed,2,895
what 's the international radio code word for the letter b ?,ENTY,word,2,1446
what percent liked thatcher after she had been in power for a decade ?,NUM,perc,5,759
what war did the wanna-go-home riots occur after ?,ENTY,event,2,161
when will jean aeul publish her next book ?,NUM,date,5,1830
"when not adventuring on rann , what does adam strange call his profession ?",HUM,title,3,3846
how many months does a normal human pregnancy last ?,NUM,count,5,821
what did mighty mouse always sing as he went into action ?,DESC,desc,1,2911
how many people died on d-day ?,NUM,count,5,860
when was the women 's suffrage amendment ratified ?,NUM,date,5,416
what presidential administration challenged americans to explore the new frontier ?,HUM,gr,3,3046
name a technique widely used to detect birth defects ?,ENTY,techmeth,2,223
what south american country won its first world cup soccer title in 1978 ?,LOC,country,4,5367
what is the primary language of the philippines ?,ENTY,lang,2,5273
how many children does ray davies of the kinks have ?,NUM,count,5,2209
who was the king who signed the magna carta ?,HUM,ind,3,3497
what is a fear of shadows ?,ENTY,dismed,2,88
when did the use of `` the syringe '' first appear in medicinal history ?,NUM,date,5,5274
where is trinidad ?,LOC,other,4,644
how do you clean an lcd monitor screen ?,DESC,manner,1,2623
"what events happened january 26 , 1978 ?",ENTY,event,2,888
what will happen when sodium is put in water ?,DESC,desc,1,1544
how do you determine if a computer monitor has an svga adapter ?,DESC,manner,1,2831
what country boasts the southernmost point in continental europe ?,LOC,country,4,2555
what city in the u.s. experienced the most growth recently ?,LOC,city,4,1761
what is color ?,DESC,def,1,616
what are some colorful flowers that will bloom in the fall in new england ?,ENTY,plant,2,4089
what does cnn stand for ?,ABBR,exp,0,1886
"when reading classified ads , what does eenty : other stand for ?",ABBR,exp,0,590
what does nasdaq stand for ?,ABBR,exp,0,308
what is the correct way to abbreviate cc. at the bottom of a business letter ?,ABBR,abb,0,4310
how do you say `` eat the day '' in latin ?,ENTY,termeq,2,4039
what did andy hardy 's father do for a living ?,HUM,title,3,3630
what is a fear of reptiles ?,ENTY,dismed,2,3476
what was the long march in china ?,DESC,def,1,5275
the film `` jaws '' was made in what year ?,NUM,date,5,2686
what is the death toll of people dying from tuberculosis ?,NUM,other,5,1160
what does ekg stand for ?,ABBR,exp,0,5092
what does the number `` 5 '' stand for on fubu clothing ?,ABBR,abb,0,3551
when was london 's docklands light railway constructed ?,NUM,date,5,2569
how can you define time ?,DESC,def,1,3785
who is colin powell ?,HUM,desc,3,847
what is april 's gemstone ?,ENTY,other,2,3304
when was child labor abolished ?,NUM,date,5,3675
what country does ileana cotrubas come from ?,LOC,country,4,4591
what is html ?,ABBR,exp,0,2693
what does snafu stand for ?,ABBR,exp,0,3960
what does btu mean ?,ABBR,exp,0,3622
what substance did joseph priestley name for its ability to erase pencil marks ?,ENTY,substance,2,3420
what dictator has the nickname `` el maximo '' ?,HUM,ind,3,487
what was the nationality of jackson pollock ?,LOC,country,4,2046
what is ioc an abbreviation of ?,ABBR,exp,0,1988
which killer whale died at sea world of a fungal infection ?,ENTY,animal,2,871
what are the rules to `` snow golf '' ?,DESC,desc,1,4036
what is deet ?,ABBR,exp,0,3098
what 's the most common street name in america ?,LOC,other,4,4508
how is the election of a new pope announced to the world ?,DESC,manner,1,123
"what product is for kids , and not for silly rabbits ?",ENTY,product,2,2660
what are geckos ?,DESC,def,1,5017
what does ibm stand for ?,ABBR,exp,0,1455
what is the abbreviation of the international olympic committee ?,ABBR,abb,0,4680
what new hampshire hamlet rises early to vote first in u.s. presidential elections ?,LOC,city,4,2791
what is a stratocaster ?,DESC,def,1,1316
what is afs ?,ABBR,exp,0,2956
what country in 1998 had the most suicides regardless of population size ?,LOC,country,4,3416
what is sap ?,ABBR,exp,0,4258
what is the abbreviation for original equipment manufacturer ?,ABBR,abb,0,3911
"who created the comic strip , `` garfield '' ?",HUM,ind,3,1527
what are birds descendents of ?,ENTY,animal,2,1749
how many people did randy craft kill ?,NUM,count,5,281
who won oscars for her roles in gone with the wind and a streetcar named desire ?,HUM,ind,3,4798
what actor said in a day at the races : `` either he 's dead or my watch has stopped '' ?,HUM,ind,3,205
"what late-night tv show features larry , bud , melman and toast on a stick ?",ENTY,cremat,2,3694
name a band which was famous in the 1960 's .,HUM,gr,3,1800
what country was general douglas mcarthur in when he was recalled by president truman ?,LOC,country,4,4577
how do i find if my relatives were on the trail of tears ?,DESC,manner,1,3494
"what drink is made up of rum , coconut milk and pineapple ?",ENTY,food,2,3624
how many astronauts manned each project mercury flight ?,NUM,count,5,967
who directed the first woody woodpecker cartoon ?,HUM,ind,3,3410
what hall of fame pitcher started three world series games for the new york yankees in 1962 ?,HUM,ind,3,3393
why is the mile 528 feet ?,DESC,reason,1,4301
what phone number can i call to have a tree planted ?,NUM,code,5,1169
how many of every 10 members of the rodeo cowboys association have never worked a ranch ?,NUM,count,5,2608
in what year was gandhi assassinated ?,NUM,date,5,2676
what is the origin of head lice ?,DESC,desc,1,83
why are the ears your center of balance ?,DESC,reason,1,583
what is the speed of the mississippi river ?,NUM,speed,5,465
what pillar of the dutch renaissance painted aristotle contemplating the bust of homer ?,HUM,ind,3,3037
how can your school march in the macy 's thanksgiving parade ?,DESC,manner,1,823
"what world war i battle saw 6 , 0 troops killed in one day ?",ENTY,event,2,1344
what north american city would you visit to see cleopatra 's needle ?,LOC,city,4,3071
what does ouija mean ?,DESC,def,1,3201
what do the japanese call japan ?,ENTY,termeq,2,2558
"to get the most caffeine , what soda should i drink ?",ENTY,food,2,3663
how many different countries export coffee ?,NUM,count,5,3893
how many letters appear with the numbers 2 to 9 on a telephone dial ?,NUM,count,5,4661
what has been the most common christian name of u.s. presidents ?,HUM,ind,3,5426
what is the origin of music ?,DESC,desc,1,4455
what 's the most powerful country in the world ?,LOC,country,4,4749
where was pythagoras born ?,LOC,other,4,4345
how much energy is released when oxygen and hydrogen mix ?,NUM,count,5,1239
what was joe namath 's first contract worth ?,NUM,money,5,3751
what doctor is synonymous with footwear and foot care ?,HUM,ind,3,3346
what national league baseball team employed 72 third baseemen in its first 2 seasons ?,HUM,gr,3,1911
"how many times was pitcher , warren spahn , a 20-game winner in his 21 major league seasons ?",NUM,count,5,4071
what is the world record for the longest hair ?,NUM,dist,5,4209
what century does captain video live in ?,NUM,date,5,965
what 's the abbreviation for limited partnership ?,ABBR,abb,0,2534
what is website of the international court of justice ?,LOC,other,4,1272
what country was sir edmund hillary born in ?,LOC,country,4,1409
"what was suzy parker doing to earn $1 , 000 in the early 1950 's ?",DESC,desc,1,4704
what date is richard nixon 's birthday ?,NUM,date,5,2348
what is the abbreviated term used for the national bureau of investigation ?,ABBR,abb,0,2380
"what does r.e.m. stand for , as in the rock group r.e.m. ?",ABBR,exp,0,5005
what is a `` usb '' port on a computer ?,ABBR,exp,0,2138
what famed library can you reach by dialing 22-287-5 ?,LOC,other,4,4822
on what date did rosa parks become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,NUM,date,5,2080
what does ` psi ' stand for ?,ABBR,exp,0,295
what country did the nile river originate in ?,LOC,country,4,937
what does the abbreviation cwt. ?,ABBR,exp,0,1258
what is the average date when most malls begin putting up christmas holiday decorations ?,NUM,date,5,4965
what two countries in south america are landlocked ?,LOC,country,4,1999
name the disposable razor that `` costs about 19 cents . '',ENTY,product,2,700
what is mississippi 's state animal ?,ENTY,animal,2,818
when did swimming become commonplace ?,NUM,date,5,5222
what state does charles robb represent ?,LOC,state,4,3253
what british general surrendered to the colonial army at saratoga ?,HUM,ind,3,4946
"whom does uncle duke 's girl friend , honey , room with ?",HUM,ind,3,4314
what is the term for the side of the mountain that faces the prevailing winds ?,ENTY,termeq,2,2827
what is the abbreviated form of the national bureau of investigation ?,ABBR,abb,0,2068
what is e-commerce ?,DESC,def,1,2381
what does e.g. stand for ?,ABBR,exp,0,1397
what are the three most populated countries in the world ?,LOC,country,4,3151
"what future deer hunter portrayed annie hall 's neurotic brother , duane ?",HUM,ind,3,4383
how does james bond like his martinis ?,DESC,manner,1,4213
"what do the number 1 , 2 , and 4 mean on dr. pepper bottles ?",DESC,def,1,2155
when was cnn 's first broadcast ?,NUM,date,5,1550
what is the full classification of a lady bug ?,ENTY,animal,2,2678
what country is the worlds leading supplier of cannabis ?,LOC,country,4,5112
what river runs through liverpool ?,LOC,other,4,3670
what ability has the silkworm moth lost through domestication ?,ENTY,other,2,3706
what new england state covers 5.9 square miles ?,LOC,state,4,3910
"what was the name of the first watergate special prosecutor , later fired by nixon ?",HUM,ind,3,2858
when did french revolutionaries storm the bastille ?,NUM,date,5,5348
what does `` b.y.o.b. '' mean ?,ABBR,exp,0,4456
what country was brian boru an 11th-century king of ?,LOC,country,4,2559
how wide is the atlantic ocean ?,NUM,dist,5,3442
what is lmds ?,ABBR,exp,0,4348
what man-made waterways is 1.76 miles long ?,LOC,other,4,3643
"what does ms. , miss , and mrs. stand for ?",ABBR,exp,0,1198
where can i take a test that will tell me what i should be when i grow up ?,LOC,other,4,4810
where is `` global schoolhouse '' ?,LOC,other,4,4030
what did the forward-thinking simon brothers bakery of chicago insert into bagels to boost business ?,ENTY,other,2,5421
what 's the home of the rockettes ?,LOC,other,4,1475
what park contains firehole river and fairy falls ?,LOC,other,4,2722
what are the 10 plagues of egypt ?,ENTY,dismed,2,4163
who is the current un secretary general ?,HUM,ind,3,1122
what does ioc stand for ?,ABBR,exp,0,2253
how high must a mountain be to be called a mountain ?,NUM,dist,5,4362
what is the dialogue circle in cartoons called ?,ENTY,termeq,2,956
what does inri stand for when used on jesus ' cross ?,ABBR,exp,0,148
what is the oldest building in the united states ?,LOC,other,4,4696
what are the names of richard nixon 's two daughters ?,HUM,ind,3,898
what is dtmf ?,ABBR,exp,0,3140
"what shampoo prevents eczema , seborrhea , and psoriasis ?",ENTY,product,2,2923
what is a portal ?,DESC,def,1,3581
where is the highest point in japan ?,LOC,mount,4,110
who is the pope ?,HUM,ind,3,1936
what african capital is named for a u.s. president ?,LOC,city,4,3228
when was the g7 group of nations formed ?,NUM,date,5,2835
what is a fear of black people ?,ENTY,dismed,2,4341
how do i increase my biceps ' size ?,DESC,manner,1,1569
what country is the largest diamond producer ?,LOC,country,4,4108
who founded the modern theory of probability ?,HUM,ind,3,3696
what first name was nipsy russell given at birth ?,HUM,ind,3,619
what is nicholas cage 's profession ?,HUM,title,3,4070
what does nafta stand for ?,ABBR,exp,0,829
what did the ancients call the four great elements ?,ENTY,substance,2,3914
what does u.s.s.r. stand for ?,ABBR,exp,0,1661
what new york yankee was known as the iron horse ?,HUM,ind,3,1782
what product features a frog that says `` dig 'em '' ?,ENTY,product,2,3391
"what soft drink not only has its own video game , but was featured in its own marvel comic book ?",ENTY,food,2,2738
what does hazmat stand for ?,DESC,def,1,2239
what is dsl ?,ABBR,exp,0,5316
what is platinum ?,DESC,def,1,5387
what does las vegas mean ?,DESC,def,1,1244
who was lacan ?,HUM,desc,3,1171
what enigmatic u.s. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the west ?,HUM,ind,3,2119
what characteristics contribute to its `` intelligence '' ?,DESC,reason,1,5129
what is ram in the computer ?,ABBR,exp,0,4172
what is the abbreviated expression for the national bureau of investigation ?,ABBR,abb,0,669
what does the `` blue ribbon '' stand for ?,ABBR,exp,0,4964
what do the letters zip stand for in the phrase `` zip code '' ?,ABBR,exp,0,1280
what does `` antidisestablishmentarianism '' mean ?,DESC,def,1,794
what country is located at 13 degrees north latitude and 10 degrees east longitude ?,LOC,country,4,3647
what hide-and-seek game is played around a tin can ?,ENTY,sport,2,4381
"how many miles is it from london , england to plymouth , england ?",NUM,count,5,2241
what does nasa stand for ?,ABBR,exp,0,3521
what are the benefits of home school ?,DESC,desc,1,3872
"what did 8 , cd nns vbp to vb nnp pos nn .",ENTY,other,2,1427
how many points is a disk in the center hole worth in crokinole ?,NUM,count,5,3592
what is the legal blood alcohol limit for the state of california ?,ENTY,other,2,3976
in the movie groundshog day what is the name of the character played by andie macdowell ?,HUM,ind,3,3328
what is the current ticket fare from from cairo to barbados ?,NUM,money,5,980
what star-faring race brought about the inhumans on marvel 's earth ?,ENTY,sport,2,4141
when did hitler come to power in germany ?,NUM,date,5,2302
what feminist wrote sexual politics and flying ?,HUM,ind,3,3953
where can i find a picture of a blue meanie ?,LOC,other,4,3536
what are the benelux countries ?,LOC,country,4,872
how does one correctly pronounce ` qigong ' ?,DESC,manner,1,1864
what was mel gibson 's first movie ?,ENTY,cremat,2,761
"what is the address for the main government office in rome , italy ?",LOC,other,4,2601
how many dogs pull a sled in the iditarod ?,NUM,count,5,3165
what country owns corsica ?,LOC,country,4,4168
what is the capital of california ?,LOC,city,4,5102
"what is the claim to fame of agra , india ?",DESC,reason,1,5234
"what do the letters d.c. stand for in washington , d.c. ?",ABBR,exp,0,1350
what countries have the most auto thefts ?,LOC,country,4,3827
what city in florida is sea world in ?,LOC,city,4,2706
what actor dressed up as santa claus and had a once-a-year affair with actress shelley winters every christmas for many years ?,HUM,ind,3,1621
what is the snowiest city in the u.s. ?,LOC,city,4,2497
what are the names of jacques cousteau 's two sons ?,HUM,ind,3,3830
what piano company claims its product is the `` instrument of the immortals '' ?,HUM,gr,3,129
by how much will the california state gas tax rise by the year 2000 ?,NUM,money,5,3744
"what king is satirized in the line : `` the king was in the countinghouse , counting all his money '' ?",HUM,ind,3,5213
how long did the paris commune hold out for against the rest of france ?,NUM,period,5,3958
what is the nickname of the famous flyer who mistakenly flew to ireland instead of to los angeles ?,HUM,ind,3,2692
what is the difference between molecules and compounds ?,DESC,desc,1,3950
who was the charlie perfume woman ?,HUM,ind,3,999
what was darth vader 's son named ?,HUM,ind,3,4433
how many rows of whiskers does a cat have ?,NUM,count,5,4945
what leon uris novel dealt with the russian capture of berlin ?,ENTY,cremat,2,4722
what is the chemical reactivity of neon ?,NUM,other,5,4253
what is the abbreviation for micro ?,ABBR,abb,0,305
name the cartoon genie conjured by the magic ring shared by nancy and chuck .,HUM,ind,3,4892
what film marked robert redford 's directorial debut ?,ENTY,cremat,2,468
what is the difference between hair and fur ?,DESC,desc,1,4890
what italian liner was hijacked in 1985 ?,ENTY,veh,2,825
what are some ways to help someone with chicken pox ?,ENTY,techmeth,2,4898
what is the most widely cultivated plant ?,ENTY,plant,2,5326
where can i find out the top 1 singles ?,LOC,other,4,493
how you can raise your iq ?,DESC,manner,1,147
which college did dikembe mutombo play basketball at ?,HUM,gr,3,3213
what are bellworts ?,DESC,def,1,1365
in what u.s. state was the first woman governor elected ?,LOC,state,4,424
jude law acted in which film ?,ENTY,cremat,2,1187
what louisiana senator won a seat that had been held by his father and mother ?,HUM,ind,3,4794
what is dry ice ?,DESC,def,1,397
what south vietnamese president was assassinated by his generals in 1963 ?,HUM,ind,3,3702
what is columbia tristar 's phone number ?,NUM,code,5,2004
what is a common anti-aids drug ?,ENTY,dismed,2,4685
who leads the star ship enterprise in star trek ?,HUM,ind,3,2213
who said : `` the victor will never be asked if he told the truth '' ?,HUM,ind,3,2311
how many tiles did the space shuttle columbia lose on its second flight ?,NUM,count,5,4391
when do you plant winter wheat ?,NUM,date,5,2521
how does zatanna perform her magic in dc comics ?,DESC,manner,1,1055
what city is served by logan international airport ?,LOC,city,4,570
what film opens with an assassin tumbling from the seattle space needle ?,ENTY,cremat,2,3635
what two commanders directed the forces in the battle of el alamein ?,HUM,ind,3,1470
what are hook worms ?,DESC,def,1,164
what is the largest snake in the world ?,ENTY,animal,2,115
"how much would it cost to purchase a 2-foot-square party tent , with sides , ?",NUM,money,5,136
what is literary criticism ?,DESC,def,1,3051
what are the 10 largest cities in the us ?,LOC,city,4,2104
what is the abbreviation of general motors ?,ABBR,abb,0,1743
