text,coarse_label,fine_label,label,source_line
where did he get the title ?,LOC,other,4,1844
what is he doing now ?,DESC,desc,1,3026
what are the three secondary colors ?,ENTY,color,2,1586
what state did anita bryant represent in the 1959 miss america contest ?,LOC,state,4,5394
which bloom county resident wreaks havoc with a computer ?,HUM,ind,3,329
what is narcolepsy ?,DESC,def,1,2335
what state 's home to the buffalo bill historical center ?,LOC,state,4,1492
what are amicable numbers ?,DESC,def,1,1298
when was the slinky invented ?,NUM,date,5,1128
who was the 15th century fire-and-brimstone monk who gained control of florence but ended burnt at the stake ?,HUM,ind,3,2954
what lake is the source of the white nile ?,LOC,other,4,2652
who was maria theresa ?,HUM,desc,3,5154
what is the world 's best selling cookie ?,ENTY,food,2,5175
who was the first president to appoint a woman to head a cabinet ?,HUM,ind,3,3270
who banned peter rose from baseball for betting on games ?,HUM,ind,3,891
what colorful sea 's region does greek legend say the amazons lived near ?,LOC,other,4,5371
what does melissa mean ?,DESC,def,1,4624
who were the four famous founders of united artists ?,HUM,ind,3,696
what does 7847+5943 equal ?,NUM,other,5,2411
what erica jong novel deals with isadora wing 's fear ?,ENTY,cremat,2,2819
what is tyvek ?,DESC,def,1,4914
what 's the geographic term for the submerged fringe of a continent ?,ENTY,termeq,2,3385
what are some colorful flowers that will bloom in the fall in new england ?,ENTY,plant,2,4089
"what makes black hills , south dakota a tourist attraction ?",DESC,reason,1,3742
what is a fear of failure ?,ENTY,dismed,2,5044
what 's the traditional drink at the kentucky derby ?,ENTY,food,2,5137
what is the fear of the computer called ?,ENTY,dismed,2,3260
how many names are there for eskimo people ?,NUM,count,5,5212
how many of every 10 members of the rodeo cowboys association have never worked a ranch ?,NUM,count,5,2608
where is the mayo clinic ?,LOC,other,4,1867
"in what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",ENTY,sport,2,695
what u.s. state boasts leif ericson park ?,LOC,state,4,4461
how much money are dumbo 's ears insured for ?,NUM,money,5,431
what constellation is known as the water bearer ?,LOC,other,4,2421
what is the fastest fish in the world ?,ENTY,animal,2,1975
who is malaysia 's 43rd prime minister ?,HUM,ind,3,3732
what 's the olympic motto ?,DESC,desc,1,24
how many american actors were nominated for the best actor oscar for 1983 ?,NUM,count,5,4154
what time of day did emperor hirohito die ?,NUM,date,5,396
what tv series changed the names to protect the innocent ?,ENTY,cremat,2,1898
who directed the wild bunch ?,HUM,ind,3,2011
what is a devo hat ?,DESC,def,1,1744
what is an annotated bibliography ?,DESC,def,1,20
how many people hike ?,NUM,count,5,4681
where is the group m people from ?,LOC,other,4,5296
what is the name of the firm that makes spumante ?,HUM,gr,3,1477
on what date did rosa parks become a symbol of the civil rights movement for refusing to give up her seat on the bus ?,NUM,date,5,2080
name the tree growing company .,HUM,gr,3,3774
what 's the supreme policy-making bureau of the soviet communist party ?,HUM,gr,3,2861
who played sally rogers on the dick van dyke show ?,HUM,ind,3,3040
where is procter & gamble based in the u.s. ?,LOC,other,4,577
madonna hocks which soft drink ?,ENTY,food,2,2700
how did p.t. barnum bill the diminutive charles s. stratton ?,DESC,manner,1,4180
what are three ways in which wind is created on the earth ?,ENTY,techmeth,2,4920
"what 's the name of the star of the cooking show , `` galloping gourmet '' ?",HUM,ind,3,4755
"what product is for kids , and not for silly rabbits ?",ENTY,product,2,2660
who 's the twin brother of the greek goddess artemis ?,HUM,ind,3,1070
what made jane goodall famous ?,DESC,reason,1,2993
who invented the process to make condensed milk ?,HUM,ind,3,4099
name the blind sculptress in love with the fantastic four 's thing .,HUM,ind,3,1318
where can i buy movies on videotape online ?,LOC,other,4,343
what is nitrox diving ?,DESC,def,1,1816
how many states did richard nixon carry in 1972 ?,NUM,count,5,1581
how many gallons of water go over niagra falls every second ?,NUM,count,5,4372
what are field effect transistors ?,DESC,def,1,4829
how long do you have to pay back debt after claiming chapter 11 bankruptcy ?,NUM,period,5,5361
how many people in the world speak french ?,NUM,count,5,43
who is the greek god of the sea ?,HUM,ind,3,2087
what is the chemical reactivity of neon ?,NUM,other,5,4253
where can i get u.s. economic statistics ?,LOC,other,4,2053
what year did charles dicken die ?,NUM,date,5,4527
what are the baltic states ?,DESC,def,1,4561
where can i find information about touring the philippines ?,LOC,other,4,1213
who are the two sons of ozzie and harriet nelson ?,HUM,ind,3,276
who played the title role in i was a teenage werewolf ?,HUM,ind,3,1208
what is home banking ?,DESC,def,1,3237
where is burma ?,LOC,other,4,4967
who wrote unsafe at any speed ?,HUM,ind,3,3256
"how much would a black-and-white 1-cent stamp be worth , thomas jefferson on it ?",NUM,money,5,3860
"name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .",HUM,ind,3,4599
what is the name of david letterman 's dog ?,ENTY,animal,2,3359
what does u.s.s.r. stand for ?,ABBR,exp,0,1661
how many eyes does a bat have ?,NUM,count,5,4266
how do i do this ?,DESC,manner,1,4750
who created harry lime ?,HUM,ind,3,4120
how long does it take the milky way galaxy to make one revolution ?,NUM,period,5,4427
where is romania located ?,LOC,other,4,2619
who was the first holy roman emperor ?,HUM,ind,3,638
how many hearts does an octopus have ?,NUM,count,5,591
when did the berlin wall go up ?,NUM,date,5,255
what is the capital of uruguay ?,LOC,city,4,4054
what appointments secretary to richard nixon went to jail ?,HUM,ind,3,4004
what tv talk-show host lends his name to a line of men 's clothing ?,HUM,ind,3,5094
what is the origin of blue for boys and pink for girls ?,DESC,desc,1,1183
what currency is used in australia ?,ENTY,currency,2,5452
how many engines does a boeing 737 have ?,NUM,count,5,1041
what personality traits are capricorns said to have ?,DESC,desc,1,4791
what was her real name ?,HUM,ind,3,582
what are the shortest and the longest songs ever produced ?,ENTY,cremat,2,716
"what las vegas hotel burned in november , 1980 , with the loss of 84 lives ?",LOC,other,4,260
what professional sports league originated the college draft ?,HUM,gr,3,4244
who directed citizen kane ?,HUM,ind,3,2689
what is the starting salary of a radiographer ?,NUM,money,5,4138
how long did shea and gould practice law in los angeles ?,NUM,period,5,2990
who was the first x-man to die in battle ?,HUM,ind,3,4476
what bottled-up tv character was born in baghdad ?,HUM,ind,3,2542
where is melbourne ?,LOC,other,4,3033
"who created billy pilgrim , a survivor of the dresden firestorm ?",HUM,ind,3,4806
what is the average cost for four years of medical school ?,NUM,money,5,2908
which latin american country is the largest ?,LOC,country,4,2928
what is the oldest website on the internet ?,LOC,other,4,887
how long should a person wash their hands before they are clean ?,NUM,period,5,674
where did the saying `` rule of thumb '' come from ?,DESC,desc,1,3215
how can your school march in the macy 's thanksgiving parade ?,DESC,manner,1,823
name the two actress daughters of john mills .,HUM,ind,3,2996
what is the celtic symbol for `` life '' ?,ENTY,symbol,2,4281
what american league baseball team 's worst finish between 1926 and 1964 was fourth ?,HUM,gr,3,868
what university football team did o.j. simpson take to the rose bowl ?,HUM,gr,3,3959
what lake is sheboygan on ?,LOC,other,4,1625
what kind of rocket launched the surveyor spacecraft ?,ENTY,veh,2,4522
how do you get to the top of the eiffel tower ?,DESC,manner,1,294
what country was erich honecker the leader of ?,LOC,country,4,3128
what is shalom ?,DESC,def,1,1077
how did the great depression affect japan 's history ?,DESC,manner,1,3108
what has been the most common christian name of u.s. presidents ?,HUM,ind,3,5426
what is the islamic equivalent of the red cross ?,ENTY,termeq,2,5278
who was the charlie perfume woman ?,HUM,ind,3,999
who was the oldest u.s. president ?,HUM,ind,3,4874
what city does mccarren airport serve ?,LOC,city,4,3651
what is pandoro ?,DESC,def,1,1279
what is garry kasparov famous for ?,DESC,reason,1,2085
where can i find information on becoming a journalist ?,LOC,other,4,5444
where did luther display his `` ninety-five theses '' ?,LOC,other,4,2235
what is the airport code for los angeles international ?,NUM,code,5,4260
who released the internet worm in the late 1980s ?,HUM,ind,3,4005
what is george lucas 's e-mail address ?,LOC,other,4,1900
what book did aaron hass write ?,ENTY,cremat,2,1524
what 's a `` drinker respirator '' better known as ?,ENTY,termeq,2,1018
how many logarithmic scales are there on a slide rule ?,NUM,count,5,3973
what city 's the kickoff point for climbs of mount everest ?,LOC,city,4,4548
what rabbit got its name because its ears resembled those of a jackass ?,ENTY,animal,2,3654
what do manatees eat ?,ENTY,food,2,834
what are the words to the canadian national anthem ?,DESC,desc,1,1376
how many quarters equal a pound ?,NUM,count,5,663
what d.h. lawrence novel was originally titled tenderness ?,ENTY,cremat,2,4528
what caribbean island is northeast of trinidad ?,LOC,other,4,2295
approximately how many students are enrolled at the university of massachusetts ?,NUM,count,5,2312
what is the most radioactive food ?,ENTY,food,2,4402
what california governor said : `` inaction may be the highest form of action '' ?,HUM,ind,3,3852
what nevil shute novel is about the doomed survivors of a nuclear war ?,ENTY,cremat,2,4739
name a female figure skater .,HUM,ind,3,2903
who is stephen hawking ?,HUM,desc,3,2500
who murdered leno and rosemary labianca on august 1,HUM,ind,3,976
what does camera-ready art mean ?,DESC,def,1,2815
how many milliseconds in a second ?,NUM,count,5,1562
who is peter weir ?,HUM,desc,3,3611
what room did w.c. fields keep his library in ?,LOC,other,4,4022
what is the order of the arrow in boy scouts ?,DESC,def,1,5245
what attracts tourists to reims ?,LOC,other,4,572
what are some good medical sites for information ?,LOC,other,4,3515
who portrayed vincent van gogh in lust for life ?,HUM,ind,3,1888
who is the queen of holland ?,HUM,ind,3,2397
"what was the name of the first watergate special prosecutor , later fired by nixon ?",HUM,ind,3,2858
what two commanders directed the forces in the battle of el alamein ?,HUM,ind,3,1470
who is desmond tutu ?,HUM,desc,3,660
why do they call a hamburger a hamburger when there is no ham ?,DESC,reason,1,4330
how many thousands of students attend the university of massachusetts ?,NUM,count,5,4843
"which u.s. president is buried in washington , d.c. ?",HUM,ind,3,3574
who is the richest woman in the world ?,HUM,ind,3,4809
who asked the musical question : `` have you ever been to electric lady land ? '',HUM,ind,3,2563
what are the two cities in dicken 's `` a tale of two cities '' ?,LOC,city,4,3667
who kept the most famous diary in the english language ?,HUM,ind,3,492
what 1965 film had jack lemmon portraying a cartoonist ?,ENTY,cremat,2,5135
what is the date of bastille day ?,NUM,date,5,1987
what was the name of hitler 's unsuccessful attempt to overthrow the bavarian government in munich in 1923 ?,ENTY,event,2,1819
how does a copier work ?,DESC,manner,1,369
what was the rallying cry of the early american revolutionaries ?,DESC,desc,1,3722
what does final four refer to in the sports world ?,ENTY,termeq,2,3610
who was damocles ?,HUM,desc,3,3317
what are the stars made of ?,ENTY,substance,2,3088
where is the world championship sled dog race held each february ?,LOC,other,4,2803
why did david koresh ask the fbi for a word processor ?,DESC,reason,1,2314
how many pounds are there in a stone ?,NUM,weight,5,3491
how many leos have been pope ?,NUM,count,5,2016
what cheery fellow got the zip code 9971 from the u.s. postal service in 1963 ?,HUM,ind,3,2176
how many people was randy craft convicted of murdering ?,NUM,count,5,2248
who is the president of bolivia ?,HUM,ind,3,5353
what are the four largest mountain ranges in the continental united states ?,LOC,mount,4,4483
how many beanie baby sites are there ?,NUM,count,5,4446
what did richard feynman say upon hearing he would receive the nobel prize in physics ?,DESC,desc,1,694
what was the first u.s.-based team in the nhl ?,HUM,gr,3,2204
what good are mosquitoes ?,DESC,desc,1,4769
"what children 's tale contains the line : `` come , cinderslut , and hold this skein of wool for me '' ?",ENTY,cremat,2,476
what kind of science is cosmology ?,ENTY,other,2,1317
which kevin costner movie involves the sioux indians ?,ENTY,cremat,2,1751
what is the best way to overcome a fear ?,ENTY,techmeth,2,1795
shea and gould had an office in los angeles for how long before closing it ?,NUM,period,5,1653
what makes thunder ?,DESC,reason,1,925
what are the urals ?,DESC,def,1,1163
independent silversmith 's account for what percentage of silver production ?,NUM,perc,5,3631
what are equity securities ?,DESC,def,1,138
"what president lived at 219 north delaware street , independence , missouri ?",HUM,ind,3,420
what is a disaccharide ?,DESC,def,1,4139
"what is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?",ENTY,dismed,2,4818
what is mississippi 's state animal ?,ENTY,animal,2,818
what is usenet for the internet ?,DESC,def,1,4828
what is the largest city in texas ?,LOC,city,4,4382
what is the difference between a classical and an acoustic guitar ?,DESC,desc,1,3227
what comic strip sometimes features a mailman named beasley ?,ENTY,cremat,2,2589
who sings angel eyes from the 80 's ?,HUM,ind,3,2121
what is the english meaning of caliente ?,DESC,def,1,5167
what was called the world 's largest department store ?,HUM,gr,3,2140
who wrote the ugly duckling ?,HUM,ind,3,4630
how many syllables are there in a line of hendecasyllabic poetry ?,NUM,count,5,1083
who wrote the bible ?,HUM,ind,3,3569
which team won the super bowl in 1968 ?,HUM,gr,3,2947
"why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",DESC,reason,1,5161
what country is home to heineken beer ?,LOC,country,4,5435
whose image is alleged to be on the shroud of turin ?,HUM,ind,3,2306
what nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?,ENTY,veh,2,1628
how old is jeremy piven ?,NUM,period,5,1860
how many points make up a perfect fivepin bowling score ?,NUM,count,5,33
what 's the name of a golf course in myrtle beach ?,ENTY,other,2,969
what country does ileana cotrubas come from ?,LOC,country,4,4591
what does `` semper fidelis '' mean ?,DESC,def,1,1849
who lives at 39 stone canyon way ?,HUM,ind,3,1204
how many feet high is the hurdle in front of a runner 's steeplechase water jump ?,NUM,count,5,4248
name the four stories contained in edith wharton 's `` old new york . '',ENTY,cremat,2,1630
"what are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?",ENTY,techmeth,2,271
who invented volleyball ?,HUM,ind,3,4748
what pillar of the dutch renaissance painted aristotle contemplating the bust of homer ?,HUM,ind,3,3037
what does storm wave mean in japanese ?,DESC,def,1,2114
what state on the gulf of mexico has its lowest point five feet below sea level ?,LOC,state,4,3502
what did people use to freshen their breath before toothpaste ?,ENTY,other,2,5392
what is the capital of italy ?,LOC,city,4,4351
what 's an auberge in france ?,DESC,def,1,575
what two countries fought the hundred years ' war ?,LOC,country,4,3168
what 's the green variety of beryl called ?,ENTY,termeq,2,2615
when was the g7 group of nations formed ?,NUM,date,5,2835
what are the 10 plagues of egypt ?,ENTY,dismed,2,4163
who followed willy brandt as chancellor of the federal republic of germany ?,HUM,ind,3,5345
what cooking oil has `` corn goodness '' ?,ENTY,food,2,3583
what 2th-century fictional character attends pencey prep school ?,HUM,ind,3,1461
what city gained renown for its pea-soup fogs ?,LOC,city,4,538
who does data collection in tourism ?,HUM,ind,3,690
what is the u.s. location of procter & gamble corporate offices ?,LOC,other,4,5386
what is the difference between love and infatuation ?,DESC,desc,1,4891
what 's the singular of dice ?,ENTY,word,2,4602
who played the title role in the romantic englishwoman ?,HUM,ind,3,5355
what california bay 's largest island is angel island ?,LOC,other,4,4214
what was american folk hero john chapman 's nickname ?,HUM,ind,3,922
"whose funeral train traveled from washington d.c. to springfield , illinois ?",HUM,ind,3,2382
what is the milky way ?,DESC,def,1,4877
what city was john f. kennedy nominated for president in ?,LOC,city,4,1412
"what is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?",ENTY,other,2,4269
what is an angelus ?,DESC,def,1,4718
what bestselling modern poet was the co-founder of the famous city lights bookshop in san francisco ?,HUM,ind,3,3700
what is the nature of snow and how is the formation of snow different from that of ice ?,DESC,desc,1,4582
what is the estimated total u.s. whitetail deer population ?,NUM,count,5,2943
where are there aborigines ?,LOC,other,4,5185
name a canine cartoon character other than huckleberry hound to have a voice by daws butler .,HUM,ind,3,2268
"in ad 999 , what sort of celebrations , fears , were there ?",ENTY,other,2,3540
what are people doing to help prevent the extinction of birds ?,DESC,desc,1,4300
what country was the setting of you only live twice ?,LOC,country,4,1140
name a gaelic language .,ENTY,lang,2,1178
"what president served for five years , six months and 2 days ?",HUM,ind,3,2065
where are diamonds mined ?,LOC,other,4,4449
how many bones are there in the human hand ?,NUM,count,5,2779
what is mikhail gorbachev 's middle initial ?,ABBR,abb,0,4944
what is head start ?,DESC,def,1,1637
how many colors was the 1940s collectible called a donald duck rubber boat ?,NUM,count,5,3175
what is the motto for the state of maryland ?,DESC,desc,1,659
what explorer was nicknamed iberia 's pilot ?,HUM,ind,3,206
name one of the seven wonders of the ancient world .,ENTY,other,2,1404
what 's the most powerful card in euchre ?,ENTY,other,2,398
how do vending machines tell if your dollar is a 1 or a 5 ?,DESC,manner,1,3863
who sings the themes for `` dawson 's creek '' and `` felicity '' ?,HUM,ind,3,173
"who lives at 24 sussex drive , ottawa ?",HUM,ind,3,1093
"why was henry ford 's first automobile calleda model t & his second type of automobile , introduced in 1928 , called a model a ?",DESC,reason,1,3884
"what product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?",ENTY,product,2,4948
who was the first american world chess champion ?,HUM,ind,3,3954
what kind of creatures are the canary islands named for ?,ENTY,animal,2,4595
where are the leading medical groups specializing in lung diseases ?,LOC,other,4,913
what chapter of the bible has the most verses ?,NUM,ord,5,4178
name a product that controls the ripening of apples .,ENTY,product,2,2767
what is kept in fort knox that is so valuable ?,ENTY,other,2,4354
how many chairs are shown in vincent van gogh 's 188 work the artist 's room in arles ?,NUM,count,5,3499
what animal causes the biggest threat to humans ?,ENTY,animal,2,3825
what son of a 15-year-old mexican girl and a half-irish father became the world 's most famous greek ?,HUM,ind,3,3018
what does the name melissa mean ?,DESC,def,1,4581
what are the top 10 colleges in the united states in the field of engineering ?,HUM,gr,3,3859
what joins white wine to put the spritz in a spritzer ?,ENTY,food,2,3797
what is the medical condition of hypertension ?,DESC,def,1,3483
president bush compared saddam hussein to whom ?,HUM,ind,3,4936
"what do the number 1 , 2 , and 4 mean on dr. pepper bottles ?",DESC,def,1,2155
what government department did the untouchables work for ?,HUM,gr,3,3623
tell me what city the kentucky horse park is near ?,LOC,city,4,1346
how did people respond to the idea of the first millenium ?,DESC,manner,1,2429
where are the tropical rain forest distributions ?,LOC,other,4,704
what is the fear of cockroaches called ?,ENTY,dismed,2,388
who is the one independent member of congress ?,HUM,ind,3,5060
what is the origin of the expression `` four-letter word '' ?,DESC,desc,1,4241
what keeps clouds in the air ?,ENTY,other,2,1246
what good little witch is casper 's girlfriend ?,HUM,ind,3,1806
what do bee hives do in cranberry bogs ?,DESC,desc,1,481
"what kind of sports did they play in the years 1642-1649 , the english civil war time ?",ENTY,sport,2,3991
what 's the meaning of uol ?,DESC,def,1,1545
where can one find rider college ?,LOC,other,4,3814
what causes a person to have constantly sweaty hands and feet ?,DESC,reason,1,4997
what causes an earthquake ?,DESC,reason,1,4023
what football bowl game 's first queen was hallie woods ?,ENTY,sport,2,3604
what is the origin of thank you notes ?,DESC,desc,1,1088
what are binomial coefficients ?,DESC,def,1,4699
"what city boasts penn 's landing , on the banks of the delaware river ?",LOC,city,4,143
which city did christian crusaders fight to recapture from the muslims ?,LOC,city,4,363
what is `` snoogans '' ?,DESC,def,1,217
what happened to pompeii ?,DESC,desc,1,3935
what is britain 's possession on the chinese mainland ?,LOC,other,4,1085
how can i find a list of celebrities ' real names ?,DESC,manner,1,3
what is a word whose letters can be rearranged to form a different word ?,ENTY,word,2,4152
what letter appears on the cold-water tap in spain ?,ENTY,letter,2,2278
how many languages are there in the world ?,NUM,count,5,4901
what is the average salary of a paleontologist ?,NUM,money,5,4549
what is the origin of u.s. army sergeant 's stripes ?,DESC,desc,1,3982
who took over as conductor of the boston pops after arthur fiedler 's long reign ?,HUM,ind,3,1588
when was the triangle shirtwaist fire ?,NUM,date,5,1336
what is a swatch ?,DESC,def,1,3200
how does a bill become law ?,DESC,manner,1,4137
what is the greatest source of `` white '' magic in the marvel universe ?,ENTY,other,2,3493
"what is the latitude and longitude of el paso , texas ?",NUM,other,5,4580
what did a 16th-century aztec athlete get for putting a rubber ball through a ring ?,ENTY,other,2,1735
what songs were popular in 1948 ?,ENTY,cremat,2,4234
what is an urban legend ?,DESC,def,1,3363
what is the amish religion ?,DESC,def,1,608
how do you select wine ?,DESC,manner,1,3496
where do the adventures of `` the swiss family robinson '' take place ?,LOC,other,4,39
what is the most commonly used 1 letter word in the english language ?,ENTY,word,2,3173
what famed wall supports the badaling turret ?,LOC,other,4,4621
what louisiana senator won a seat that had been held by his father and mother ?,HUM,ind,3,4794
what is a chinese `` spouting '' bowl ?,DESC,def,1,2710
what is the history of the hairdryer ?,DESC,desc,1,4078
in which kevin costner movie did sioux indians play a role ?,ENTY,cremat,2,1059
when did hitler come to power in germany ?,NUM,date,5,2302
which sex is denied voting rights in kuwait ?,ENTY,other,2,4479
what is a fear of food ?,ENTY,dismed,2,3725
how do i know someone is truly in love with me ?,DESC,manner,1,3049
what country 's national passenger rail system is called via ?,LOC,country,4,100
how many islands does fiji have ?,NUM,count,5,4745
where is the largest post office building in the world ?,LOC,other,4,4550
how did names come about ?,DESC,manner,1,2383
what makes a tornado turn ?,DESC,reason,1,630
how many american soldiers remain unaccounted from the vietnam war ?,NUM,count,5,4013
"in 1990 , what day of the week did christmas fall on ?",NUM,date,5,5036
what is dew point ?,DESC,def,1,2220
who played the ringo kid in the 1939 film stagecoach ?,HUM,ind,3,611
how does food color affect how you think it will taste ?,DESC,manner,1,3776
who is the president of pergament ?,HUM,ind,3,5114
what flag flies over wake island ?,ENTY,other,2,5235
approximately how much does a teaspoon of matter weigh in a black hole ?,NUM,weight,5,3313
how many three-letter permutations can be made from the four letters : c ?,NUM,count,5,3676
what are the four most widely-used languages in north america ?,ENTY,lang,2,4096
who is westview high 's band director in funky winkerbean ?,HUM,ind,3,4276
what national league baseball team employed 72 third baseemen in its first 2 seasons ?,HUM,gr,3,1911
what is the capital of kosovo ?,LOC,city,4,4659
where does `` bovine '' come from ?,DESC,desc,1,2216
which of the following did not receive a 1983 `` outstanding mother award '' from the national mother 's day committee ?,HUM,ind,3,2387
what novel inspired the movie bladerunner ?,ENTY,cremat,2,131
how can i find out how much income tax is paid on social security income on the 1998 income tax ?,DESC,manner,1,1050
"what 's played at wembley stadium , london , every may ?",ENTY,sport,2,4771
who did richard nixon tender his resignation to ?,HUM,ind,3,1570
what happened in dogtown in 1899 to make that year remembered ?,DESC,desc,1,1684
what beer advertised that it had `` three rings '' ?,ENTY,food,2,408
why did the anglican church split from the vatican ?,DESC,reason,1,1713
how can i find out which cities have cable-modem access ?,DESC,manner,1,214
who is the mayor of marbella ?,HUM,ind,3,167
what is `` nine inch nails '' ?,DESC,def,1,19
how does the chain of command work inside an us army apache helicopter ?,DESC,manner,1,5123
what is the brand name of the chemical daminozide ?,ENTY,product,2,2940
how many people live in cities ?,NUM,count,5,4361
what product features a frog that says `` dig 'em '' ?,ENTY,product,2,3391
what film or films has jude law appeared in ?,ENTY,cremat,2,470
what are the three winter months in the southern hemisphere ?,NUM,date,5,188
what is ray bradbury 's illustrated man illustrated with ?,ENTY,other,2,1494
what does the abbreviation cwt. ?,ABBR,exp,0,1258
how many millimeters are in a mile ?,NUM,count,5,3685
what is the viking prince 's first name ?,HUM,ind,3,1257
who was the first coach of the cleveland browns ?,HUM,ind,3,366
what year did the vietnam war end ?,NUM,date,5,897
what is the difference between optical and digital video ?,DESC,desc,1,2508
what is the origin of the term `` the brooklyn side '' in bowling ?,DESC,desc,1,1042
what u.s. government agency registers trademarks ?,HUM,gr,3,4569
what was the christian name of the title character in our miss brooks ?,HUM,ind,3,1554
when was beethoven born ?,NUM,date,5,4468
what is the highest roman numeral ?,DESC,def,1,1217
what concerts are held in new york this week ?,ENTY,event,2,3327
what is the name of the medical condition in which a baby is born without a brain ?,ENTY,dismed,2,1398
what 1966 boob tube bomb took astronauts back to prehistoric times ?,ENTY,cremat,2,985
what is a caul ?,DESC,def,1,3222
what must a las vegas blackjack dealer do when he reaches 16 ?,DESC,desc,1,1708
what was the date of iraq 's invasion of kuwait ?,NUM,date,5,2129
what national basketball association superstar told his story in giant steps ?,HUM,ind,3,1323
what were the first bodies visited by spacecraft ?,LOC,other,4,4649
what is the origin of gametophytic tissue ?,DESC,desc,1,2878
"what is the per-capita income of colombia , south america , ?",NUM,money,5,1072
what is the homelite inc. home page ?,LOC,other,4,4489
what is compaq 's mission statement ?,DESC,desc,1,2475
what does an echidna look like ?,DESC,desc,1,1922
what was the verdict in the 1925 trial of john t. scopes ?,DESC,desc,1,5046
how do i get my lan card activated so that it can hook up to another computer without using a hub ?,DESC,manner,1,3715
mississippi has what name for a state nickname ?,LOC,state,4,2628
who succeeded nikita khrushchev as first secretary of the communist party ?,HUM,ind,3,4650
"what actor starred in 1980 's blue lagoon , 1982 's the pirate movie and 1983 's a night in heaven ?",HUM,ind,3,951
who was the supreme god of germanic religion ?,HUM,ind,3,2636
what four forms does gold occur in ?,ENTY,other,2,226
where is kings canyon ?,LOC,other,4,2445
"what then-derogatory term was applied to the painters monet , sisley , pissarro , renoir and degas ?",ENTY,termeq,2,552
what was the sequel to the pink panther ?,ENTY,cremat,2,4360
what do the japanese call japan ?,ENTY,termeq,2,2558
"at christmas time , what is the traditional thing to do under the mistletoe ?",ENTY,other,2,3078
what do the letters zip stand for in the phrase `` zip code '' ?,ABBR,exp,0,1280
