method,model,fold,seed,epoch,training_loss,training_accuracy,validation_loss,validation_accuracy
lda,vqc_z_zz,1,43,39,0.34652547937717715,0.8789268516395322,0.4752296751841397,0.846012832263978
lda,vqc_z_zz,1,43,40,0.3472625521912648,0.8807612932813574,0.48151030592914024,0.84051329055912
lda,vqc_z_zz,1,43,41,0.36117962440119183,0.8734235267140564,0.4905603824953329,0.8395967002749771
lda,vqc_z_zz,1,43,42,0.3439181381971074,0.8809905984865857,0.4746710208716685,0.846012832263978
lda,vqc_z_zz,1,43,43,0.35828619476470125,0.8722770006879156,0.4947205976703427,0.8368469294225481
lda,vqc_z_zz,1,43,44,0.36036502071215293,0.8738821371245127,0.5019156120164366,0.8377635197066912
lda,vqc_z_zz,1,43,45,0.3725325241872844,0.8692960330199495,0.5144685989503572,0.8331805682859762
lda,vqc_z_zz,1,43,46,0.3441236876506539,0.8775510204081632,0.4763759560644026,0.847846012832264
lda,vqc_z_zz,1,43,47,0.3469972726101997,0.8789268516395322,0.4797417802836893,0.844179651695692
lda,vqc_z_zz,1,43,48,0.34532786399720594,0.8789268516395322,0.4827904675555382,0.8368469294225481
lda,vqc_z_zz,1,43,49,0.3564792287592985,0.8747993579454254,0.484517056088618,0.8414298808432631
lda,vqc_z_zz,1,43,50,0.3571876371653084,0.877092409997707,0.49951958555239917,0.84051329055912
lda,vqc_z_zz,1,43,51,0.33952014483434567,0.8819078193074983,0.47076484522723366,0.846929422548121
lda,vqc_z_zz,1,43,52,0.34783553043873694,0.8807612932813574,0.4771199017408023,0.8414298808432631
lda,vqc_z_zz,1,43,53,0.3442766175743528,0.8791561568447603,0.47404016663621695,0.842346471127406
lda,vqc_z_zz,1,43,54,0.3519559256447152,0.8750286631506535,0.481811638303463,0.8414298808432631
lda,vqc_z_zz,1,43,55,0.34374556793474437,0.8786975464343041,0.47816212826317106,0.842346471127406
lda,vqc_z_zz,1,43,56,0.3639252017709373,0.871359779867003,0.4976547032895163,0.8377635197066912
lda,vqc_z_zz,1,43,57,0.34682475936929447,0.8812199036918138,0.4820390533515885,0.847846012832264
lda,vqc_z_zz,1,43,58,0.34558060474828745,0.8791561568447603,0.4803143387863551,0.846929422548121
lda,vqc_z_zz,1,43,59,0.349130781329408,0.8812199036918138,0.47738566004443234,0.843263061411549
lda,vqc_z_zz,1,43,60,0.34564166513502914,0.8807612932813574,0.4766797069613809,0.844179651695692
lda,vqc_z_zz,2,44,1,0.5774484425612312,0.8498050905755561,0.6700272031271818,0.8212648945921174
lda,vqc_z_zz,2,44,2,0.44398462725899357,0.8676908965833524,0.5604387704491287,0.8212648945921174
lda,vqc_z_zz,2,44,3,0.40987420082775666,0.8718183902774593,0.536574630481622,0.8258478460128322
lda,vqc_z_zz,2,44,4,0.425520372606696,0.8637927080944737,0.5499703446787284,0.8056828597616865
lda,vqc_z_zz,2,44,5,0.4040708825337288,0.8670029809676679,0.5316310961185301,0.8166819431714024
lda,vqc_z_zz,2,44,6,0.37757552626810337,0.8738821371245127,0.5003819491314735,0.8313473877176902
lda,vqc_z_zz,2,44,7,0.4014095751565685,0.8676908965833524,0.5360710666498714,0.8139321723189734
lda,vqc_z_zz,2,44,8,0.39206906702780336,0.868608117404265,0.5227978344798416,0.8148487626031164
lda,vqc_z_zz,2,44,9,0.3728349081244225,0.8747993579454254,0.5067667547002175,0.8230980751604033
lda,vqc_z_zz,2,44,10,0.37052107874173357,0.8759458839715661,0.5037274971454107,0.8120989917506874
lda,vqc_z_zz,2,44,11,0.3985538643397642,0.8667736757624398,0.5347541780454319,0.8047662694775435
lda,vqc_z_zz,2,44,12,0.3710609826096371,0.8777803256133915,0.5095168684842278,0.8212648945921174
lda,vqc_z_zz,2,44,13,0.37828460561931204,0.8759458839715661,0.5114039573289187,0.8230980751604033
lda,vqc_z_zz,2,44,14,0.37540598027450833,0.8718183902774593,0.5178173829337853,0.8194317140238313
lda,vqc_z_zz,2,44,15,0.36316714018781476,0.8782389360238477,0.49450919089461554,0.8185151237396884
lda,vqc_z_zz,2,44,16,0.3670883150282214,0.875716578766338,0.4981225350381692,0.8230980751604033
lda,vqc_z_zz,2,44,17,0.3694756214182958,0.8752579683558817,0.5040582781205146,0.8203483043079743
lda,vqc_z_zz,2,44,18,0.3598345050541695,0.8780096308186196,0.4991374249091179,0.8249312557286893
lda,vqc_z_zz,2,44,19,0.3734868472116143,0.8793854620499886,0.5114964412834314,0.8203483043079743
lda,vqc_z_zz,2,44,20,0.3803144611368702,0.8729649163036001,0.5196823550406997,0.8130155820348305
lda,vqc_z_zz,2,44,21,0.3607012280983762,0.8809905984865857,0.5038467673507991,0.8267644362969753
lda,vqc_z_zz,2,44,22,0.3585646272088322,0.8800733776656731,0.4984583174493966,0.8276810265811182
lda,vqc_z_zz,2,44,23,0.385192131044886,0.8649392341206146,0.5308789530961914,0.8047662694775435
lda,vqc_z_zz,2,44,24,0.37286830079634786,0.8709011694565466,0.518119103994859,0.8038496791934006
lda,vqc_z_zz,2,44,25,0.384577009087991,0.8720476954826875,0.5188994944696576,0.8084326306141155
lda,vqc_z_zz,2,44,26,0.3639562123413891,0.8780096308186196,0.5029815181092753,0.8157653528872594
lda,vqc_z_zz,2,44,27,0.35758425098197005,0.8800733776656731,0.5029762324994033,0.8203483043079743
lda,vqc_z_zz,2,44,28,0.3611508755406719,0.8796147672552167,0.5126564441527062,0.8230980751604033
lda,vqc_z_zz,2,44,29,0.36180505843316707,0.8777803256133915,0.5036131716943684,0.8258478460128322
lda,vqc_z_zz,2,44,30,0.3615249699475814,0.8789268516395322,0.5048260683318434,0.8175985334555453
lda,vqc_z_zz,2,44,31,0.3522167442739352,0.8846594817702362,0.5028161171594964,0.8230980751604033
lda,vqc_z_zz,2,44,32,0.3646857760909828,0.8784682412290759,0.5168378232379882,0.8166819431714024
lda,vqc_z_zz,2,44,33,0.35320371818553414,0.8803026828709012,0.4979777164572865,0.8230980751604033
lda,vqc_z_zz,2,44,34,0.36197469996301657,0.8764044943820225,0.5038871664885094,0.8139321723189734
lda,vqc_z_zz,2,44,35,0.3552227934629812,0.8816785141022702,0.5020599636214245,0.8258478460128322
lda,vqc_z_zz,2,44,36,0.3738640934960117,0.8718183902774593,0.5274355485010978,0.8075160403299725
lda,vqc_z_zz,2,44,37,0.3590962042627573,0.8805319880761293,0.5111601968679157,0.8157653528872594
lda,vqc_z_zz,2,44,38,0.3592839079886176,0.8796147672552167,0.5043210568611607,0.8249312557286893
lda,vqc_z_zz,2,44,39,0.3579390308324472,0.8780096308186196,0.5054409147183028,0.8285976168652612
lda,vqc_z_zz,2,44,40,0.35719214298123203,0.8784682412290759,0.49891486482594016,0.8240146654445463
lda,vqc_z_zz,2,44,41,0.3568929963854304,0.8786975464343041,0.509338331867204,0.8212648945921174
lda,vqc_z_zz,2,44,42,0.36594779763137547,0.8754872735611099,0.5066082525100324,0.8148487626031164
lda,vqc_z_zz,2,44,43,0.3593281598997018,0.8782389360238477,0.512071862994368,0.8285976168652612
lda,vqc_z_zz,2,44,44,0.3533063143717261,0.8832836505388673,0.4908219582984253,0.8240146654445463
lda,vqc_z_zz,2,44,45,0.35249248597360044,0.8816785141022702,0.4990140800624676,0.8194317140238313
lda,vqc_z_zz,2,44,46,0.3570154543673055,0.8782389360238477,0.49621547855552894,0.8166819431714024
lda,vqc_z_zz,2,44,47,0.3607579221817857,0.877092409997707,0.5097610211831293,0.8194317140238313
lda,vqc_z_zz,2,44,48,0.3668173546570754,0.875716578766338,0.5176413915061164,0.8166819431714024
lda,vqc_z_zz,2,44,49,0.36026324915027597,0.8789268516395322,0.4970817227193131,0.8249312557286893
lda,vqc_z_zz,2,44,50,0.35500540672653014,0.8798440724604448,0.4995803798042668,0.8194317140238313
lda,vqc_z_zz,2,44,51,0.35714914953317756,0.8816785141022702,0.5076400115881132,0.8185151237396884
lda,vqc_z_zz,2,44,52,0.3630021776567493,0.874340747534969,0.5056869602061324,0.8148487626031164
lda,vqc_z_zz,2,44,53,0.35463134205360475,0.8775510204081632,0.5047505619490944,0.8212648945921174
lda,vqc_z_zz,2,44,54,0.35910758347419447,0.8807612932813574,0.49799732111332945,0.8258478460128322
lda,vqc_z_zz,2,44,55,0.3634090511261993,0.8747993579454254,0.4945134006160645,0.8240146654445463
lda,vqc_z_zz,2,44,56,0.36995169095314034,0.8741114423297409,0.5193686801615819,0.8203483043079743
lda,vqc_z_zz,2,44,57,0.35201769819830403,0.8842008713597799,0.49959942242292826,0.8139321723189734
lda,vqc_z_zz,2,44,58,0.3577079033665743,0.875716578766338,0.5031507868869495,0.8139321723189734
lda,vqc_z_zz,2,44,59,0.3593404901544317,0.8764044943820225,0.5100560712770624,0.8194317140238313
lda,vqc_z_zz,2,44,60,0.349895217336118,0.8805319880761293,0.4959907711480977,0.8249312557286893
lda,vqc_z_zz,3,45,1,0.7138249267136925,0.7723521320495186,0.7757453605669354,0.7458715596330275
lda,vqc_z_zz,3,45,2,0.505505364116645,0.8521320495185695,0.5721330194298281,0.8128440366972477
lda,vqc_z_zz,3,45,3,0.44923805706766645,0.8629069234296194,0.5171644298308486,0.8238532110091743
lda,vqc_z_zz,3,45,4,0.4269315414830994,0.859697386519945,0.4917684679731317,0.828440366972477
lda,vqc_z_zz,3,45,5,0.4197455000598624,0.8613021549747822,0.49095376456549406,0.8366972477064221
lda,vqc_z_zz,3,45,6,0.42147992184434335,0.8629069234296194,0.4985090682265955,0.8275229357798165
lda,vqc_z_zz,3,45,7,0.4044032108204346,0.8693259972489684,0.4768253456561937,0.8339449541284404
lda,vqc_z_zz,3,45,8,0.39896528399602804,0.8677212287941312,0.46428818976113556,0.8431192660550458
lda,vqc_z_zz,3,45,9,0.4161295111930354,0.8619899128839982,0.47747270645351586,0.8431192660550458
lda,vqc_z_zz,3,45,10,0.3902466969717429,0.8688674919761578,0.4642353661563418,0.8394495412844036
lda,vqc_z_zz,3,45,11,0.38450228211421694,0.8723062815222375,0.4552517982797885,0.8431192660550458
lda,vqc_z_zz,3,45,12,0.39855182509748066,0.8707015130674003,0.469518887449842,0.8366972477064221
lda,vqc_z_zz,3,45,13,0.37870811534714993,0.8732232920678588,0.4492131778953272,0.8422018348623853
lda,vqc_z_zz,3,45,14,0.3852810125895347,0.8718477762494269,0.45528698339374785,0.8394495412844036
lda,vqc_z_zz,3,45,15,0.3875495085526037,0.8734525447042641,0.4614093503820787,0.8431192660550458
lda,vqc_z_zz,3,45,16,0.39280551366579747,0.8720770288858322,0.45923322056411603,0.8403669724770643
lda,vqc_z_zz,3,45,17,0.3826476382394823,0.8720770288858322,0.4487122098240284,0.8431192660550458
lda,vqc_z_zz,3,45,18,0.39919507807545135,0.8681797340669418,0.46444562312659865,0.8403669724770643
lda,vqc_z_zz,3,45,19,0.40249721921129766,0.8709307657038056,0.4760585994895445,0.8330275229357799
lda,vqc_z_zz,3,45,20,0.3897770361881746,0.8693259972489684,0.45686841710991816,0.8486238532110092
lda,vqc_z_zz,3,45,21,0.3945395470704031,0.871160018340211,0.4577306884144424,0.8431192660550458
lda,vqc_z_zz,3,45,22,0.380886265576733,0.869784502521779,0.4478897499381949,0.8495412844036697
lda,vqc_z_zz,3,45,23,0.39006641205162806,0.8720770288858322,0.4659463394672499,0.8495412844036697
lda,vqc_z_zz,3,45,24,0.37649427778619193,0.8745988078862907,0.4562912682874487,0.8339449541284404
lda,vqc_z_zz,3,45,25,0.37576716279475203,0.8782668500687758,0.4537270525179872,0.8385321100917431
lda,vqc_z_zz,3,45,26,0.3922401110768482,0.8688674919761578,0.4691769902859259,0.8376146788990826
lda,vqc_z_zz,3,45,27,0.39885519098546846,0.8674919761577258,0.4706522263518167,0.8440366972477065
lda,vqc_z_zz,3,45,28,0.4053516127220374,0.8626776707932141,0.4835461765254309,0.8321100917431192
lda,vqc_z_zz,3,45,29,0.3851293475392323,0.8720770288858322,0.4591887957459196,0.8422018348623853
lda,vqc_z_zz,3,45,30,0.3992660318845896,0.8635946813388354,0.48104105236333444,0.8339449541284404
lda,vqc_z_zz,3,45,31,0.36526538583320634,0.8764328289775333,0.44401389283871434,0.8422018348623853
lda,vqc_z_zz,3,45,32,0.36665851440740144,0.8782668500687758,0.4382691322116677,0.8422018348623853
lda,vqc_z_zz,3,45,33,0.3836669196220561,0.8716185236130215,0.46014486245059094,0.8412844036697248
lda,vqc_z_zz,3,45,34,0.3741318855822387,0.8757450710683173,0.4559274541128666,0.8422018348623853
lda,vqc_z_zz,3,45,35,0.39459719283080114,0.8723062815222375,0.4739288323516146,0.8366972477064221
lda,vqc_z_zz,3,45,36,0.37097176902614454,0.8745988078862907,0.4458446229269745,0.8422018348623853
lda,vqc_z_zz,3,45,37,0.37841891170449893,0.874828060522696,0.4570239960600477,0.844954128440367
lda,vqc_z_zz,3,45,38,0.3868315510113597,0.871160018340211,0.458833245727994,0.844954128440367
lda,vqc_z_zz,3,45,39,0.3984459336609646,0.8674919761577258,0.4722455765129229,0.8458715596330275
lda,vqc_z_zz,3,45,40,0.37109720292221454,0.8775790921595599,0.44977617416906795,0.8422018348623853
lda,vqc_z_zz,3,45,41,0.3972109691886823,0.8645116918844566,0.4682407433833551,0.8431192660550458
lda,vqc_z_zz,3,45,42,0.38291401881681897,0.874828060522696,0.45550911251558074,0.8440366972477065
lda,vqc_z_zz,3,45,43,0.3793816209823262,0.8762035763411279,0.45575844158820056,0.8385321100917431
lda,vqc_z_zz,3,45,44,0.3695338133727668,0.8766620816139385,0.44539549088259356,0.844954128440367
lda,vqc_z_zz,3,45,45,0.38643481136598157,0.8693259972489684,0.45688070047886,0.8385321100917431
lda,vqc_z_zz,3,45,46,0.3710365816643346,0.8768913342503438,0.44529878305732656,0.844954128440367
lda,vqc_z_zz,3,45,47,0.3803690402763855,0.8768913342503438,0.46048366378206723,0.8422018348623853
lda,vqc_z_zz,3,45,48,0.37348017800925576,0.8727647867950481,0.46075577670281087,0.8440366972477065
lda,vqc_z_zz,3,45,49,0.3903067742723328,0.8709307657038056,0.46236968762284025,0.8431192660550458
lda,vqc_z_zz,3,45,50,0.39610710980585,0.8665749656121046,0.4755140884206929,0.8422018348623853
lda,vqc_z_zz,3,45,51,0.3891585560559079,0.8681797340669418,0.4681553947816201,0.8376146788990826
lda,vqc_z_zz,3,45,52,0.36690939488021784,0.8759743237047226,0.4464839275823821,0.846788990825688
lda,vqc_z_zz,3,45,53,0.3866292395787412,0.8674919761577258,0.46426641678591385,0.8412844036697248
lda,vqc_z_zz,3,45,54,0.41689961866494,0.8562585969738652,0.49777755781051214,0.8220183486238533
lda,vqc_z_zz,3,45,55,0.38390688732751516,0.8686382393397524,0.45799794984520026,0.8403669724770643
lda,vqc_z_zz,3,45,56,0.3786515962744131,0.871160018340211,0.46127428253856273,0.8440366972477065
lda,vqc_z_zz,3,45,57,0.39470075392657494,0.869096744612563,0.46624522285723907,0.8394495412844036
lda,vqc_z_zz,3,45,58,0.37289419900053744,0.8734525447042641,0.4570494648513444,0.8376146788990826
lda,vqc_z_zz,3,45,59,0.39270495973503516,0.8670334708849152,0.46965738873962964,0.8339449541284404
lda,vqc_z_zz,3,45,60,0.3904077086643799,0.8700137551581844,0.4671767923810066,0.8366972477064221
lda,vqc_z_zz,4,46,1,0.5638673192915814,0.8386061439706557,0.64826440461185,0.8055045871559633
lda,vqc_z_zz,4,46,2,0.46114600305981396,0.8519027968821642,0.5598212853484198,0.8229357798165138
lda,vqc_z_zz,4,46,3,0.41817378113708165,0.8606143970655663,0.5268414449254307,0.8385321100917431
lda,vqc_z_zz,4,46,4,0.4020062371138748,0.8672627235213205,0.5117024810489165,0.8330275229357799
lda,vqc_z_zz,4,46,5,0.4011666305510072,0.8656579550664832,0.5196046258331439,0.8366972477064221
lda,vqc_z_zz,4,46,6,0.38780326701970563,0.8704722604309949,0.5081391065492542,0.8394495412844036
lda,vqc_z_zz,4,46,7,0.39547958304607667,0.8684089867033471,0.5139846752542968,0.8348623853211009
lda,vqc_z_zz,4,46,8,0.39287882590993506,0.8674919761577258,0.5153401351849968,0.8394495412844036
lda,vqc_z_zz,4,46,9,0.3789847132291667,0.8723062815222375,0.5001905419410916,0.844954128440367
lda,vqc_z_zz,4,46,10,0.3791179841180178,0.8713892709766162,0.5008881449699402,0.8431192660550458
lda,vqc_z_zz,4,46,11,0.37636453716758195,0.8718477762494269,0.49922695192722005,0.8412844036697248
lda,vqc_z_zz,4,46,12,0.3814996939386484,0.8707015130674003,0.49822641414239865,0.8403669724770643
lda,vqc_z_zz,4,46,13,0.3835163082020483,0.8661164603392939,0.5196040496913665,0.8339449541284404
lda,vqc_z_zz,4,46,14,0.3957680844211185,0.8665749656121046,0.5190658269672219,0.8321100917431192
lda,vqc_z_zz,4,46,15,0.3704408055759799,0.8713892709766162,0.49867541527529374,0.8403669724770643
lda,vqc_z_zz,4,46,16,0.4050569133384684,0.864740944520862,0.5381212528692473,0.826605504587156
lda,vqc_z_zz,4,46,17,0.39305098157364093,0.8674919761577258,0.5274158847441367,0.8385321100917431
lda,vqc_z_zz,4,46,18,0.3884536528303119,0.8688674919761578,0.5196632149022653,0.8385321100917431
lda,vqc_z_zz,4,46,19,0.37015427526723677,0.8720770288858322,0.5046195009432801,0.8348623853211009
lda,vqc_z_zz,4,46,20,0.38880752220387743,0.8700137551581844,0.5273441233766188,0.8293577981651377
lda,vqc_z_zz,4,46,21,0.37754234548612015,0.8693259972489684,0.5111094976783892,0.8348623853211009
lda,vqc_z_zz,4,46,22,0.361422594959503,0.8741403026134801,0.49854863072754046,0.8422018348623853
lda,vqc_z_zz,4,46,23,0.37440541231511987,0.8736817973406694,0.5042938374598092,0.8366972477064221
lda,vqc_z_zz,4,46,24,0.3809790515478791,0.8704722604309949,0.5101467308648135,0.8339449541284404
lda,vqc_z_zz,4,46,25,0.39207662682312444,0.8658872077028886,0.5267816027370068,0.8357798165137614
lda,vqc_z_zz,4,46,26,0.37661736160994996,0.8727647867950481,0.5096747036373943,0.8256880733944955
lda,vqc_z_zz,4,46,27,0.39050530997890226,0.8658872077028886,0.5368123236052487,0.826605504587156
lda,vqc_z_zz,4,46,28,0.3988361255065502,0.8661164603392939,0.5338711094418797,0.8220183486238533
lda,vqc_z_zz,4,46,29,0.3828637887856546,0.869784502521779,0.5244058860551327,0.8229357798165138
lda,vqc_z_zz,4,46,30,0.3661526768019526,0.8750573131591013,0.5053737932388935,0.8321100917431192
lda,vqc_z_zz,4,46,31,0.3847173340738175,0.8668042182485098,0.5247605072248966,0.8275229357798165
lda,vqc_z_zz,4,46,32,0.3685639925584614,0.8768913342503438,0.5205317780512189,0.8311926605504587
lda,vqc_z_zz,4,46,33,0.3850901699541687,0.8638239339752407,0.522661632572839,0.8238532110091743
lda,vqc_z_zz,4,46,34,0.362955561967576,0.875515818431912,0.4976789131077058,0.8330275229357799
lda,vqc_z_zz,4,46,35,0.37102257220201784,0.8702430077945896,0.5126446166169752,0.8275229357798165
lda,vqc_z_zz,4,46,36,0.38514142129903317,0.8672627235213205,0.5160385896306519,0.826605504587156
lda,vqc_z_zz,4,46,37,0.3580700392052975,0.8736817973406694,0.5046055097098744,0.8339449541284404
lda,vqc_z_zz,4,46,38,0.3708531968585945,0.871160018340211,0.5118075399223817,0.8330275229357799
lda,vqc_z_zz,4,46,39,0.3783106167947191,0.8679504814305364,0.5176168643006491,0.8256880733944955
lda,vqc_z_zz,4,46,40,0.3618156608639918,0.8720770288858322,0.5023060886138077,0.826605504587156
lda,vqc_z_zz,4,46,41,0.36772270985067246,0.8734525447042641,0.5096768078454044,0.8330275229357799
lda,vqc_z_zz,4,46,42,0.3681819924298146,0.8716185236130215,0.5134883426745004,0.8302752293577982
lda,vqc_z_zz,4,46,43,0.378984510215364,0.8681797340669418,0.5253781835967247,0.8220183486238533
lda,vqc_z_zz,4,46,44,0.3677751600113772,0.8723062815222375,0.5238379869986018,0.8302752293577982
lda,vqc_z_zz,4,46,45,0.35543294617857535,0.8736817973406694,0.49832845685678884,0.8403669724770643
lda,vqc_z_zz,4,46,46,0.3772621764017868,0.8688674919761578,0.5207664339914234,0.8256880733944955
lda,vqc_z_zz,4,46,47,0.3635692944812534,0.8736817973406694,0.5073862321879885,0.8330275229357799
lda,vqc_z_zz,4,46,48,0.3609900171947501,0.8757450710683173,0.5057398646249683,0.8293577981651377
lda,vqc_z_zz,4,46,49,0.36814339784158034,0.8729940394314535,0.508437053326073,0.8302752293577982
lda,vqc_z_zz,4,46,50,0.38168699224298014,0.865428702430078,0.5413214544637488,0.8247706422018348
lda,vqc_z_zz,4,46,51,0.3696250022687479,0.8725355341586428,0.5223129132472047,0.8311926605504587
lda,vqc_z_zz,4,46,52,0.36498986749625,0.8736817973406694,0.5090168781236771,0.8247706422018348
lda,vqc_z_zz,4,46,53,0.3542103395241764,0.8762035763411279,0.4979027624523968,0.8394495412844036
lda,vqc_z_zz,4,46,54,0.3670306652716025,0.8718477762494269,0.5114342954180656,0.8293577981651377
lda,vqc_z_zz,4,46,55,0.3664277841305853,0.8729940394314535,0.5233796854631616,0.8302752293577982
lda,vqc_z_zz,4,46,56,0.3536336817281173,0.8723062815222375,0.4995837872181464,0.8412844036697248
lda,vqc_z_zz,4,46,57,0.36385426089229084,0.871160018340211,0.5081730405125049,0.8348623853211009
lda,vqc_z_zz,4,46,58,0.3720100826076934,0.8693259972489684,0.530137018107493,0.8229357798165138
lda,vqc_z_zz,4,46,59,0.36497959626453397,0.8727647867950481,0.5107675893591085,0.8302752293577982
lda,vqc_z_zz,4,46,60,0.35720513351791117,0.8739110499770747,0.5125132846176077,0.8339449541284404
lda,vqc_z_zz,5,47,1,0.48091402593854915,0.8564878496102705,0.5518567151706153,0.8321100917431192
lda,vqc_z_zz,5,47,2,0.4003216094896368,0.8656579550664832,0.4798978715007185,0.846788990825688
lda,vqc_z_zz,5,47,3,0.4016548634832576,0.8668042182485098,0.48133875536262444,0.8412844036697248
lda,vqc_z_zz,5,47,4,0.386246545292379,0.8658872077028886,0.467751058744728,0.8477064220183487
lda,vqc_z_zz,5,47,5,0.39042217012175395,0.8658872077028886,0.46560634599503026,0.8477064220183487
lda,vqc_z_zz,5,47,6,0.38916301843443357,0.8668042182485098,0.4683999469110725,0.8477064220183487
lda,vqc_z_zz,5,47,7,0.3676888769179077,0.8718477762494269,0.4542946105429886,0.8513761467889909
lda,vqc_z_zz,5,47,8,0.3674684538446616,0.8709307657038056,0.4493340056970579,0.8550458715596331
lda,vqc_z_zz,5,47,9,0.3706362995736263,0.8718477762494269,0.452302272843385,0.8568807339449541
lda,vqc_z_zz,5,47,10,0.3853174214896561,0.8674919761577258,0.4626138934301674,0.8486238532110092
lda,vqc_z_zz,5,47,11,0.36342195460742793,0.8734525447042641,0.4457877512645284,0.8568807339449541
lda,vqc_z_zz,5,47,12,0.38358269879873713,0.864053186611646,0.4652176871075543,0.8458715596330275
lda,vqc_z_zz,5,47,13,0.35636145405297104,0.8743695552498854,0.4472210323113367,0.8495412844036697
lda,vqc_z_zz,5,47,14,0.36090898047833747,0.8727647867950481,0.4495883425714773,0.8495412844036697
lda,vqc_z_zz,5,47,15,0.39619356605614175,0.8626776707932141,0.47578642963679557,0.8403669724770643
lda,vqc_z_zz,5,47,16,0.35720490555269135,0.8723062815222375,0.4502742489133406,0.8458715596330275
lda,vqc_z_zz,5,47,17,0.38877213900376767,0.865428702430078,0.46791282741848483,0.844954128440367
lda,vqc_z_zz,5,47,18,0.3626384531232754,0.8713892709766162,0.446951177142082,0.8532110091743119
lda,vqc_z_zz,5,47,19,0.3801344675462435,0.8700137551581844,0.46609707917642157,0.8458715596330275
